county_name,state,mobility_rate
Clay, WV,0.1349
Hampton city, VA,0.1325
Dickenson, VA,0.1315
Summers, WV,0.1302
Charles City, VA,0.13
Buckingham, VA,0.129
Henry, VA,0.1283
Carroll, VA,0.1277
Grayson, VA,0.1264
Lee, VA,0.1263
Pocahontas, WV,0.1249
Scott, VA,0.1248
Mecklenburg, VA,0.1244
Hopewell city, VA,0.1224
Sussex, VA,0.1218
Prince Edward, VA,0.1217
Buena Vista city, VA,0.1196
McDowell, WV,0.1194
Martinsville city, VA,0.1184
Smyth, VA,0.1169
Brunswick, VA,0.1168
Greensville, VA,0.1167
Roanoke city, VA,0.1145
Northampton, VA,0.1123
,,
Oliver, ND,0.4566
Harding, SD,0.4514
Adams, ND,0.4487
Dunn, ND,0.4413
Mountrail, ND,0.4398
McKenzie, ND,0.4305
Mercer, ND,0.4278
Bergen, NJ,0.4209
Bowman, ND,0.413
Golden Valley, ND,0.408
Slope, ND,0.4044
Hunterdon, NJ,0.4043
Irion, TX,0.4033
Norfolk, MA,0.4023
Foster, ND,0.4023
McLean, ND,0.4019
Billings, ND,0.3958
Cavalier, ND,0.3931
Somerset, NJ,0.3929
LaMoure, ND,0.3894
Howard, MD,0.3854
Campbell, SD,0.383
Renville, ND,0.3804
Divide, ND,0.3793
Skagway Municipality, AK,0.3779
Monmouth, NJ,0.3776
Upton, TX,0.3763
Teton, WY,0.3722
Daniels, MT,0.3707
Steele, ND,0.3704
Middlesex, MA,0.3683
Sublette, WY,0.368
Marin, CA,0.3655
Grant, ND,0.3648
Thayer, NE,0.3638
Falls Church city, VA,0.3631
Montgomery, MD,0.3612
Kidder, ND,0.3603
McHenry, ND,0.3587
Roger Mills, OK,0.3577
Pierce, ND,0.3572
Hettinger, ND,0.3569
Cuming, NE,0.3559
Sussex, NJ,0.3554
Towner, ND,0.3553
Middlesex, NJ,0.354
Crook, WY,0.352
Denali Borough, AK,0.3515
Nemaha, KS,0.3497
Carver, MN,0.3471
Goliad, TX,0.3468
Ozaukee, WI,0.3466
Perkins, NE,0.3458
Campbell, WY,0.3449
Carroll, IA,0.3446
Borden, TX,0.3442
Washington, MN,0.344
Cedar, NE,0.3432
Boone, NE,0.3413
Fallon, MT,0.3404
Nantucket, MA,0.339
Richland, MT,0.3379
Stevens, MN,0.3376
Johnson, KS,0.3366
Dakota, MN,0.3365
Hamilton, IN,0.3346
Waukesha, WI,0.334
Nemaha, NE,0.3337
Gove, KS,0.3328
Lincoln, MN,0.3325
Plymouth, MA,0.3323
San Mateo, CA,0.3312
Stanton, KS,0.3305
Griggs, ND,0.3293
Tolland, CT,0.3291
St. James Parish, LA,0.3286
Miner, SD,0.3286
Niobrara, WY,0.3285
Wells, ND,0.328
Ransom, ND,0.3276
Faulk, SD,0.3276
Douglas, CO,0.3272
Jerauld, SD,0.3265
Clay, NE,0.3251
Kossuth, IA,0.3248
Lake, IL,0.3244
Sweetwater, WY,0.3244
Monroe, IL,0.324
Sully, SD,0.3233
Los Alamos, NM,0.3229
Douglas, SD,0.3228
Hartley, TX,0.3223
Emmons, ND,0.3223
Hayes, NE,0.3218
Carter, MT,0.3218
McCook, SD,0.3208
Sioux, IA,0.3202
Carroll, MD,0.3188
Humboldt, IA,0.3184
Essex, MA,0.3182
Platte, WY,0.3182
Polk, NE,0.318
Converse, WY,0.3179
Scott, MN,0.3176
Grundy, IL,0.3173
Santa Clara, CA,0.3164
Edmunds, SD,0.3162
Middlesex, CT,0.3152
Story, IA,0.3151
Union, NJ,0.315
Goodhue, MN,0.3148
Pierce, WI,0.3146
Dubois, IN,0.3134
McPherson, SD,0.313
Greeley, KS,0.3127
Wibaux, MT,0.3126
Schleicher, TX,0.3126
Pocahontas, IA,0.312
Pitkin, CO,0.312
Rio Blanco, CO,0.3116
Albany, NY,0.3111
Calvert, MD,0.3109
Clinton, IL,0.3108
Lyon, IA,0.3098
Nelson, ND,0.3098
Hand, SD,0.3094
Concho, TX,0.3083
McHenry, IL,0.3082
Dutchess, NY,0.3082
Washington, WI,0.3081
Bremer, IA,0.3072
Renville, MN,0.3071
Hooker, NE,0.3066
Olmsted, MN,0.3064
Sargent, ND,0.3064
McCone, MT,0.3064
Chickasaw, IA,0.3058
Pope, MN,0.3047
Dubuque, IA,0.3042
Lipscomb, TX,0.3039
St. Croix, WI,0.3038
Johnson, WY,0.3031
Hot Springs, WY,0.303
Plymouth, IA,0.3022
Kingsbury, SD,0.3019
Woodford, IL,0.3014
Worcester, MA,0.3011
Stearns, MN,0.3009
Contra Costa, CA,0.3008
Sheridan, MT,0.2996
Litchfield, CT,0.2995
Warren, NJ,0.2994
Butler, NE,0.2993
Hennepin, MN,0.2992
Dallas, IA,0.2985
Kent, TX,0.2984
Dickey, ND,0.2982
Fayette, GA,0.2978
Hartford, CT,0.2977
Big Stone, MN,0.2976
Lander, NV,0.2976
Washington, NE,0.2972
Comanche, KS,0.2969
Glasscock, TX,0.2967
Anne Arundel, MD,0.2966
Grundy, IA,0.2962
Palo Alto, IA,0.2961
Audubon, IA,0.2958
Rockingham, NH,0.2958
Iowa, IA,0.2956
O'Brien, IA,0.2952
St. Mary's, MD,0.2951
Webster, NE,0.2951
Eddy, ND,0.2951
Dawson, MT,0.2946
Burlington, NJ,0.2944
Loup, NE,0.2943
Johnson, IA,0.2941
Mitchell, IA,0.2941
Mercer, NJ,0.2941
Delaware, IA,0.294
Yellow Medicine, MN,0.2939
Red Lake, MN,0.2939
Frederick, MD,0.2937
Harford, MD,0.2935
Gloucester, NJ,0.2935
St. Charles Parish, LA,0.2933
Oakland, MI,0.2932
McLeod, MN,0.2932
Lexington city, VA,0.2928
Antelope, NE,0.2924
Cameron Parish, LA,0.2923
Coke, TX,0.2923
San Francisco, CA,0.2922
Lyon, MN,0.2922
Greeley, NE,0.2919
Chase, NE,0.2918
Pepin, WI,0.2917
Traverse, MN,0.2916
Will, IL,0.2913
Wabasha, MN,0.2913
Cherokee, IA,0.2912
Putnam, IL,0.2912
Ellis, KS,0.2909
Routt, CO,0.2908
Dodge, MN,0.2903
Grant, NE,0.2903
San Miguel, CO,0.2902
Hanson, SD,0.29
New Haven, CT,0.2897
Hillsborough, NH,0.2897
Winneshiek, IA,0.2896
Johnson, NE,0.2895
Phelps, NE,0.2894
Stevens, KS,0.2887
Douglas, MN,0.2886
Dane, WI,0.2883
Trego, KS,0.2883
Calhoun, IL,0.288
Wheeler, TX,0.2879
Rock, NE,0.2875
Shelby, IA,0.2872
Cedar, IA,0.287
Fillmore, NE,0.287
Pembina, ND,0.287
Le Sueur, MN,0.2869
Redwood, MN,0.2869
Frontier, NE,0.2863
Kendall, IL,0.2861
Ocean, NJ,0.2861
Kittson, MN,0.2858
Platte, NE,0.2856
Swift, MN,0.2854
York, NE,0.2851
McIntosh, ND,0.285
Brown, MN,0.2847
Logan, ND,0.2845
Seward, NE,0.2844
Lac qui Parle, MN,0.2842
Wright, MN,0.2839
Rock, MN,0.2837
Oldham, KY,0.2834
Wilkin, MN,0.2833
Calhoun, IA,0.2822
Polk, MN,0.282
Dundy, NE,0.2817
Hemphill, TX,0.2817
Winnebago, IA,0.2813
Calumet, WI,0.2813
Marion, IA,0.2812
Perkins, SD,0.2811
Prairie, MT,0.2809
Oldham, TX,0.2809
Sutton, TX,0.2808
Placer, CA,0.2804
Lafourche Parish, LA,0.2804
Clark, SD,0.2804
Dewey, OK,0.2804
Eagle, CO,0.2791
Hardin, IA,0.2791
Ascension Parish, LA,0.2791
Box Butte, NE,0.2791
Uinta, WY,0.2791
Yuma, CO,0.279
Sac, IA,0.279
Clark, KS,0.279
Natrona, WY,0.2788
Stillwater, MT,0.2787
Arapahoe, CO,0.2786
Bristol, MA,0.2786
Alfalfa, OK,0.2784
Lincoln, WY,0.2782
Baltimore, MD,0.278
Wichita, KS,0.278
Grant, OK,0.2779
Fayette, IA,0.2778
Assumption Parish, LA,0.2778
Marshall, MN,0.2774
Ramsey, MN,0.2774
Washington, IL,0.277
Jefferson, MT,0.2768
Marshall, KS,0.2766
El Dorado, CA,0.2764
Queen Anne's, MD,0.2761
Cheyenne, NE,0.276
McLean, IL,0.2758
Butler, IA,0.2758
Sherburne, MN,0.2756
Steele, MN,0.2754
Kandiyohi, MN,0.2752
Roberts, TX,0.2751
Passaic, NJ,0.275
Norman, MN,0.2749
Sibley, MN,0.2749
Hampshire, MA,0.2748
Sheridan, ND,0.2746
Hamilton, NE,0.2743
Alameda, CA,0.2738
St. Charles, MO,0.2738
Anoka, MN,0.2737
Clay, MN,0.2737
Jefferson, NE,0.2736
Boone, IN,0.2735
Nuckolls, NE,0.2732
Aurora, SD,0.2732
Wayne, NE,0.273
Boulder, CO,0.2729
Waseca, MN,0.2728
Rice, MN,0.2726
Knox, NE,0.2723
Platte, MO,0.272
Elko, NV,0.272
Brule, SD,0.2719
Guthrie, IA,0.2717
St. Louis, MO,0.2717
Brown, NE,0.2716
Hodgeman, KS,0.2716
Kimball, NE,0.2713
Broomfield, CO,0.2712
Winona, MN,0.2709
Decatur, KS,0.2706
Garfield, UT,0.2704
Cobb, GA,0.2703
Jefferson, CO,0.2702
Barnstable, MA,0.2701
Deuel, NE,0.2701
Polk, IA,0.27
Nicollet, MN,0.27
Brown, WI,0.2699
Warren, IA,0.2697
Charles, MD,0.2692
Pennington, MN,0.2689
Ellis, OK,0.2689
Thomas, KS,0.2688
Pipestone, MN,0.2686
Ida, IA,0.2684
Morgan, UT,0.2676
Ellsworth, KS,0.2675
Murray, MN,0.2674
Howard, IA,0.2672
Holt, NE,0.2672
Benton, IN,0.2667
Porter, IN,0.2667
Fillmore, MN,0.2667
De Baca, NM,0.2665
Poweshiek, IA,0.2664
LaSalle Parish, LA,0.2661
Pierce, NE,0.2661
Gilliam, OR,0.2659
Hyde, SD,0.2659
Eureka, NV,0.2658
Lafayette, WI,0.2657
Martin, MN,0.2656
Musselshell, MT,0.2656
Ness, KS,0.2655
Salem, NJ,0.2653
Grant, WI,0.2653
Clayton, IA,0.2652
Buena Vista, IA,0.2651
Barber, KS,0.2651
Outagamie, WI,0.2651
Sheridan, WY,0.2648
Green Lake, WI,0.2647
Mitchell, KS,0.2646
Rush, KS,0.2646
Washtenaw, MI,0.2644
Jackson, IA,0.2643
Lee, IL,0.2641
Buchanan, IA,0.2639
Meeker, MN,0.2639
Haskell, KS,0.2636
Wallace, KS,0.2636
Chisago, MN,0.2635
Madison, NE,0.2633
Crawford, IA,0.2632
Gage, NE,0.2628
Jones, IA,0.2627
Kane, IL,0.2626
Hancock, IA,0.2622
Livingston, MI,0.2622
Daggett, UT,0.262
Linn, IA,0.2616
Furnas, NE,0.2615
Erie, NY,0.2614
Orange, CA,0.2611
Dodge, NE,0.261
Greene, IA,0.2609
McPherson, KS,0.2608
Saline, NE,0.2608
Effingham, IL,0.2607
Hendricks, IN,0.2607
Osceola, IA,0.2606
Pondera, MT,0.2604
Grant, MN,0.2602
Carson, TX,0.2598
DeKalb, IL,0.2597
Boone, IA,0.2597
Fremont, WY,0.2594
Scott, IA,0.2591
Scott, KS,0.2588
Beaver, OK,0.2588
Sonoma, CA,0.2587
Camden, NJ,0.2586
Nance, NE,0.2585
Tippecanoe, IN,0.2584
Otoe, NE,0.2584
Allamakee, IA,0.2583
Armstrong, TX,0.2583
Weston, WY,0.258
Somervell, TX,0.258
Corson, SD,0.2578
Wright, IA,0.2577
Kingman, KS,0.2576
Clinton, MI,0.2575
Ste. Genevieve, MO,0.2573
Merrick, NE,0.257
Posey, IN,0.2569
Benton, MN,0.2567
Jackson, MN,0.2567
Cerro Gordo, IA,0.2566
Harrison, IA,0.2566
Valley, MT,0.2566
La Crosse, WI,0.2566
Livingston, IL,0.2564
Pratt, KS,0.2561
Blue Earth, MN,0.2559
Sioux, NE,0.2559
Macomb, MI,0.2556
Inyo, CA,0.2554
Warrick, IN,0.2554
St. Louis, MN,0.2553
Lincoln, WA,0.255
Sherman, TX,0.2549
Fond du Lac, WI,0.2547
Hamilton, IA,0.2546
Dukes, MA,0.2546
Blaine, NE,0.2546
Buffalo, NE,0.2545
Wheeler, OR,0.2544
Henry, IL,0.2541
Napa, CA,0.254
Lewis, ID,0.254
Douglas, NE,0.2539
Clear Creek, CO,0.2539
Harding, NM,0.2539
Floyd, IA,0.2537
Iowa, WI,0.2535
Wheatland, MT,0.2535
Haakon, SD,0.2534
Midland, MI,0.2531
Portage, WI,0.2528
Menard, IL,0.2527
Forsyth, GA,0.2526
Jo Daviess, IL,0.2526
Saunders, NE,0.2526
Piatt, IL,0.2525
Oconee, GA,0.2523
Dickinson, IA,0.2523
Marshall, SD,0.2523
LaSalle, IL,0.252
Henry, IA,0.2517
Sherman, NE,0.2515
Manitowoc, WI,0.2514
Houston, MN,0.2511
Cape May, NJ,0.2507
Clinton, IA,0.2506
Boyd, NE,0.2506
Jasper, IA,0.2505
Summit, CO,0.2505
Hamlin, SD,0.2504
Custer, NE,0.2503
Garfield, WA,0.25
Dawes, NE,0.2499
Sarpy, NE,0.2499
Wood, WI,0.2499
Faribault, MN,0.2498
Otter Tail, MN,0.2497
Jackson, CO,0.2497
Terrebonne Parish, LA,0.2495
New London, CT,0.2493
Jasper, IN,0.2493
Columbia, GA,0.249
Carbon, WY,0.249
Madison, IA,0.2488
Mono, CA,0.2487
Lafayette Parish, LA,0.2482
Marathon, WI,0.2479
Hancock, IL,0.2478
Marshall, IL,0.2476
Howard, NE,0.2475
Clay, IA,0.2473
Adams, NE,0.2473
Wadena, MN,0.247
Chase, KS,0.2468
Moffat, CO,0.2467
Black Hawk, IA,0.2467
Vermilion Parish, LA,0.2467
Gregory, SD,0.2466
Itasca, MN,0.2463
Briscoe, TX,0.2463
Ogle, IL,0.2461
Potter, SD,0.2461
Grant, KS,0.246
Lake, MN,0.2459
Nobles, MN,0.2459
Lancaster, NE,0.2459
Watonwan, MN,0.2457
Thomas, NE,0.2457
Cottonwood, MN,0.2453
Benton, IA,0.2452
Fremont, IA,0.245
Webster, IA,0.2449
Morrison, MN,0.2449
Humboldt, NV,0.2449
Dixon, NE,0.2448
Madison, MT,0.2447
Mower, MN,0.2446
Meade, KS,0.2446
Keith, NE,0.2445
Columbia, WI,0.2443
Worth, IA,0.2442
Valley, NE,0.2442
Hancock, IN,0.244
Campbell, KY,0.2439
Essex, NJ,0.2439
Custer, ID,0.2439
Hampden, MA,0.2438
Park, WY,0.2437
St. Tammany Parish, LA,0.2434
Sanborn, SD,0.2433
Eau Claire, WI,0.2432
Chariton, MO,0.243
Larimer, CO,0.2429
Gwinnett, GA,0.2428
Becker, MN,0.2427
New Castle, DE,0.2424
Mellette, SD,0.2423
Randolph, IL,0.2421
Rooks, KS,0.2421
Cumberland, ME,0.2421
Kearney, NE,0.2415
Sabine Parish, LA,0.2414
Kent, MD,0.2414
Tipton, IN,0.2413
Pawnee, KS,0.2412
Latah, ID,0.241
Yolo, CA,0.2409
Plaquemines Parish, LA,0.2409
Cimarron, OK,0.2407
Goshen, WY,0.2406
Adams, IA,0.2406
Mills, TX,0.24
Gunnison, CO,0.2399
Gibson, IN,0.2399
Talbot, MD,0.2398
Dunn, WI,0.2397
Chouteau, MT,0.2396
Pottawatomie, KS,0.2395
Franklin, IA,0.2393
Ouray, CO,0.2393
San Luis Obispo, CA,0.2391
Champaign, IL,0.2391
Lane, KS,0.2391
Custer, MT,0.2389
Granite, MT,0.2389
Deuel, SD,0.2388
Green, WI,0.2385
La Plata, CO,0.2384
Page, IA,0.2383
Jefferson, WI,0.2383
Washakie, WY,0.2383
Shackelford, TX,0.2378
Mercer, IL,0.2377
Ventura, CA,0.2376
Kit Carson, CO,0.2376
Nodaway, MO,0.2376
Tazewell, IL,0.2375
Cass, IA,0.2374
Cass, NE,0.2374
Merrimack, NH,0.2373
Koochiching, MN,0.2372
Bureau, IL,0.2371
Johnson, IN,0.2371
Strafford, NH,0.237
Clearwater, MN,0.2369
Nevada, CA,0.2368
Buffalo, WI,0.2367
Lucas, IA,0.2366
St. Bernard Parish, LA,0.2365
Ottawa, KS,0.2363
West Baton Rouge Parish, LA,0.2361
Eddy, NM,0.236
Polk, WI,0.236
Winnebago, WI,0.2359
White Pine, NV,0.2358
Riley, KS,0.2356
Mills, IA,0.2352
McDonough, IL,0.2351
Roseau, MN,0.2348
Marshall, IA,0.2347
Franklin, NE,0.2347
Woodson, KS,0.2347
Adair, IA,0.2344
Dodge, WI,0.2343
Cheyenne, KS,0.2342
Macoupin, IL,0.2341
Marquette, MI,0.2341
Albany, WY,0.234
Logan, CO,0.2339
Sheboygan, WI,0.2339
Carlton, MN,0.2337
Silver Bow, MT,0.2336
Evangeline Parish, LA,0.2332
Wabaunsee, KS,0.233
Kanabec, MN,0.2328
Gallatin, MT,0.2328
Sedgwick, CO,0.2328
Clay, MO,0.2327
Colfax, NE,0.2327
Yellowstone, MT,0.2324
Acadia Parish, LA,0.2322
Washington, IA,0.232
Lincoln, NE,0.232
Oneida, WI,0.232
Elbert, CO,0.2318
Coffey, KS,0.2317
Chippewa, WI,0.2317
Carlisle, KY,0.2317
Mahaska, IA,0.2314
Isanti, MN,0.2314
Montgomery, IA,0.2312
Montgomery, IL,0.2311
Morrill, NE,0.231
Pike, IN,0.2308
Smith, KS,0.2305
Boone, KY,0.2303
Sullivan, PA,0.2303
Sierra, CA,0.2302
Iroquois, IL,0.2301
Shelby, IL,0.2301
Broome, NY,0.2301
Phillips, MT,0.23
Martin, TX,0.23
Lake of the Woods, MN,0.2298
Phillips, KS,0.2297
Mason, TX,0.2296
Berkshire, MA,0.2295
Kewaunee, WI,0.2294
Rappahannock, VA,0.2294
Chippewa, MN,0.2293
Garfield, CO,0.2292
Kenton, KY,0.2286
Tuolumne, CA,0.2284
Solano, CA,0.2283
Bear Lake, ID,0.2279
Sauk, WI,0.2279
Spencer, IN,0.2278
Rawlins, KS,0.2278
Thurston, NE,0.2277
Emery, UT,0.2277
Cecil, MD,0.2276
Dickinson, MI,0.2275
Beltrami, MN,0.2275
Price, WI,0.2275
Walworth, WI,0.2275
Gosper, NE,0.2275
Livingston Parish, LA,0.2274
Ripley, IN,0.2273
Douglas, KS,0.2273
Osborne, KS,0.2273
Cole, MO,0.2273
Ottawa, MI,0.2271
Jackson, KS,0.2268
Lincoln, WI,0.2266
Columbia, NY,0.2264
Pike, IL,0.2263
Woodbury, IA,0.2263
Calcasieu Parish, LA,0.2262
Racine, WI,0.2262
Knox, IN,0.2261
Houghton, MI,0.2261
Franklin, IN,0.2259
Presque Isle, MI,0.2258
Freeborn, MN,0.2256
Sangamon, IL,0.2255
Columbia, WA,0.2255
Modoc, CA,0.2254
St. John the Baptist Parish, LA,0.2254
Ford, IL,0.2253
Trempealeau, WI,0.2253
Logan, KS,0.2251
Carbon, MT,0.225
Douglas, NV,0.2249
Keokuk, IA,0.2248
Hamilton, KS,0.2248
Santa Cruz, CA,0.2246
Monroe, MI,0.2243
Cloud, KS,0.2241
Perry, MO,0.2241
Honolulu, HI,0.2239
Vilas, WI,0.2239
Peoria, IL,0.2238
Todd, MN,0.2238
Toole, MT,0.2238
Wheeler, NE,0.2236
Emmet, IA,0.2235
Russell, KS,0.2235
Webster, KY,0.2235
Burt, NE,0.2235
Perry, IN,0.2234
Plumas, CA,0.2232
Grafton, NH,0.2231
Blanco, TX,0.2231
Carroll, MO,0.223
Morgan, CO,0.2229
Cook, IL,0.2229
Huron, MI,0.2228
Rosebud, MT,0.2228
Treasure, MT,0.2228
Gray, KS,0.2228
Monona, IA,0.2227
Clay, KS,0.2227
Gallatin, IL,0.2224
Taylor, IA,0.2223
Davis, IA,0.2222
Kalamazoo, MI,0.2221
Crawford, WI,0.2221
Madison, IL,0.222
St. Johns, FL,0.2218
Red Willow, NE,0.2218
Monroe, IA,0.2217
Aitkin, MN,0.2215
Washington, KS,0.2213
Cumberland, IL,0.221
Clarke, IA,0.221
Union, IA,0.221
Crow Wing, MN,0.221
Garfield, NE,0.2209
Clark, IL,0.2206
Sheridan, NE,0.2206
McMullen, TX,0.2206
Floyd, IN,0.2205
Martin, FL,0.2204
Crawford, IL,0.2204
York, ME,0.2204
Christian, IL,0.2203
Gilpin, CO,0.2203
Butler, KS,0.2198
Franklin, MA,0.2195
Door, WI,0.2191
Richardson, NE,0.219
Clark, WI,0.219
Hitchcock, NE,0.219
Clearwater, ID,0.2188
Saline, IL,0.2188
Phillips, CO,0.2184
Morris, KS,0.2183
Barron, WI,0.2183
Mille Lacs, MN,0.2177
Lea, NM,0.2176
Dearborn, IN,0.2175
Taylor, WI,0.2175
Edwards, KS,0.2172
Hall, NE,0.217
Clinton, NY,0.217
Windham, CT,0.2169
Seminole, FL,0.2169
Sullivan, IN,0.2169
DeKalb, MO,0.2168
Lamar, MS,0.2165
Cherokee, GA,0.2163
Amador, CA,0.2161
Greene, NY,0.216
East Baton Rouge Parish, LA,0.2156
Sheridan, KS,0.2156
Pershing, NV,0.2155
Jefferson, KS,0.2154
Marinette, WI,0.2153
Jasper, IL,0.2151
Ingham, MI,0.2151
Osage, MO,0.2151
Meagher, MT,0.2151
Eaton, MI,0.215
Harper, OK,0.2149
Gentry, MO,0.2148
Cheshire, NH,0.2148
Adams, IL,0.2147
Wabash, IL,0.2147
Jefferson Davis Parish, LA,0.2147
Rock Island, IL,0.2145
Ringgold, IA,0.2141
Jefferson Parish, LA,0.2141
Stanton, NE,0.214
Laramie, WY,0.214
Lincoln, CO,0.214
Bond, IL,0.2139
Kankakee, IL,0.2139
Genesee, NY,0.2139
Norton, KS,0.2138
Rusk, WI,0.2138
Henderson, IL,0.2138
White, IN,0.2134
Boone, IL,0.2133
Cayuga, NY,0.2131
Vernon, WI,0.2131
Lewis and Clark, MT,0.2128
Beaverhead, MT,0.2127
San Diego, CA,0.2126
Missoula, MT,0.2126
Des Moines, IA,0.2125
Lee, IA,0.2125
Scotts Bluff, NE,0.2124
Blaine, ID,0.2123
Leelanau, MI,0.2121
Santa Barbara, CA,0.2119
Ohio, IN,0.2119
Miami, KS,0.2119
Gogebic, MI,0.2118
Mesa, CO,0.2116
Jersey, IL,0.2115
Grand Isle, VT,0.2114
Lassen, CA,0.2113
Stephenson, IL,0.2113
Madison, ID,0.2112
Broadwater, MT,0.2111
Lake, IN,0.211
Leavenworth, KS,0.2109
Wetzel, WV,0.2109
McCracken, KY,0.2107
Lincoln, NV,0.2107
Pine, MN,0.2105
Chaffee, CO,0.2104
Carroll, IL,0.2104
Tama, IA,0.2104
Marion, KS,0.2104
Cape Girardeau, MO,0.2104
Morgan, IL,0.2103
Boone, MO,0.2103
Weld, CO,0.2102
Fulton, GA,0.2101
Kenosha, WI,0.21
Kent, MI,0.2098
Logan, IL,0.2097
Knox, IL,0.2095
Madison, MS,0.2095
Collingsworth, TX,0.2095
Shawnee, KS,0.2094
Pointe Coupee Parish, LA,0.2093
Pottawattamie, IA,0.2092
Iberville Parish, LA,0.2092
Hamilton, IL,0.2091
White, IL,0.2091
Atlantic, NJ,0.2091
Washington, MD,0.209
Ferry, WA,0.2089
Adams, IN,0.2088
Newton, IN,0.2088
Barton, KS,0.2088
Delta, MI,0.2087
Republic, KS,0.2086
Glades, FL,0.2085
Douglas, IL,0.2085
Mahnomen, MN,0.2085
Chautauqua, KS,0.2083
Bath, VA,0.2082
Belknap, NH,0.2081
Carroll, NH,0.2081
Grand Traverse, MI,0.2079
Delaware, NY,0.2078
Decatur, IN,0.2077
Benson, ND,0.2077
Franklin, MO,0.2074
Vanderburgh, IN,0.2073
Whiteside, IL,0.2072
Bay, MI,0.207
Stark, IL,0.207
Atchison, MO,0.2069
Stafford, KS,0.2068
Emmet, MI,0.2066
Sacramento, CA,0.2064
Wapello, IA,0.2064
Bartholomew, IN,0.2061
Osage, KS,0.2059
Deer Lodge, MT,0.2059
St. Joseph, IN,0.2057
Jefferson, IA,0.2057
Atchison, KS,0.2056
Lincoln, KS,0.2056
Fisher, TX,0.2054
Richland, IL,0.2052
Allen, IN,0.2051
Calaveras, CA,0.2048
Louisa, IA,0.2048
Martin, IN,0.2047
Archuleta, CO,0.2045
Bonneville, ID,0.2045
Muscatine, IA,0.2045
St. Clair, MI,0.2043
Hill, MT,0.2042
Rock, WI,0.2041
Park, CO,0.204
Harvey, KS,0.204
Macon, IL,0.2035
Otsego, MI,0.2032
Coos, NH,0.2032
Washington, CO,0.2031
Daviess, KY,0.2031
Lincoln Parish, LA,0.2031
Douglas, WI,0.2031
Morton, KS,0.203
Mason, IL,0.2029
Conejos, CO,0.2028
Menominee, MI,0.2028
Greene, MS,0.2027
Mariposa, CA,0.2026
Beauregard Parish, LA,0.2026
Fayette, KY,0.2025
Waupaca, WI,0.2024
Rich, UT,0.2024
Warren, IN,0.2023
Wayne, IA,0.2022
Delta, TX,0.2021
Livingston, MO,0.202
Harlan, NE,0.202
Saline, KS,0.2019
Graham, KS,0.2018
Big Horn, WY,0.2017
Crawford, KS,0.2016
Stanley, SD,0.2015
Baylor, TX,0.2015
Shawano, WI,0.2011
Fergus, MT,0.201
Oconto, WI,0.201
Lyon, KS,0.2009
Stonewall, TX,0.2009
Cass, MO,0.2008
West Carroll Parish, LA,0.2007
Union, KY,0.2005
Jackson, IL,0.2004
DeKalb, IN,0.2003
Rice, KS,0.2003
Warren, MO,0.2003
San Benito, CA,0.2001
Ada, ID,0.2001
Harrison, IN,0.2
Chemung, NY,0.2
Hudson, NJ,0.1999
Lake, CA,0.1998
Cascade, MT,0.1997
Delta, CO,0.1996
Wilson, KS,0.1996
Fulton, NY,0.1996
Teller, CO,0.1995
St. Landry Parish, LA,0.1995
Isabella, MI,0.1995
Throckmorton, TX,0.1994
Forest, PA,0.1993
Colusa, CA,0.1992
Pulaski, IN,0.1992
Sarasota, FL,0.1991
Winnebago, IL,0.1991
Lapeer, MI,0.199
Edwards, TX,0.199
De Witt, IL,0.1988
St. Mary Parish, LA,0.1988
Allegany, MD,0.1987
Crockett, TX,0.1987
Alpine, CA,0.1983
Monroe, IN,0.1981
Daviess, IN,0.198
Sumner, KS,0.1978
Beaver, UT,0.1976
Butte, CA,0.1974
West Feliciana Parish, LA,0.1972
Hardin, IL,0.197
Hubbard, MN,0.1969
Pawnee, NE,0.1969
Rankin, MS,0.1968
Valley, ID,0.1968
Brown, KS,0.1966
Pike, MO,0.1965
Wells, IN,0.1964
Warren, IL,0.1963
Alpena, MI,0.1963
Siskiyou, CA,0.1961
Mineral, MT,0.196
Harper, KS,0.1959
Jackson Parish, LA,0.1958
Fountain, IN,0.1957
Dickinson, KS,0.1957
Teton, MT,0.1957
Ontonagon, MI,0.1956
Iron, MI,0.1954
Sutter, CA,0.1953
Shasta, CA,0.1952
Andrew, MO,0.1949
Grant, AR,0.1948
Sherman, KS,0.1946
Adair, MO,0.1946
El Paso, CO,0.1945
Neosho, KS,0.1945
LaPorte, IN,0.1944
Greenwood, KS,0.1944
Ravalli, MT,0.1944
Mathews, VA,0.1944
Washoe, NV,0.1943
Jewell, KS,0.1943
Jefferson, MO,0.1941
Dakota, NE,0.1941
Hamilton, NY,0.194
Bryan, GA,0.1939
Clark, MO,0.1938
Appanoose, IA,0.1937
Cass, IL,0.1936
Glacier, MT,0.1932
Penobscot, ME,0.1931
Cleveland, AR,0.193
Franklin, KS,0.1928
Alger, MI,0.1928
Carroll, KY,0.1925
Moultrie, IL,0.1924
Banner, NE,0.1924
Nelson, KY,0.1923
Worcester, MD,0.192
Allen Parish, LA,0.1919
Marshall, IN,0.1918
Dawson, NE,0.1917
Bossier Parish, LA,0.1915
Bourbon, KS,0.1914
Collier, FL,0.1913
Kootenai, ID,0.1913
St. Clair, IL,0.1913
Edwards, IL,0.1911
Chautauqua, NY,0.1911
Monroe, WI,0.1911
Caribou, ID,0.191
Greene, IL,0.191
Iberia Parish, LA,0.191
