county_name,state,mobility_rate
Fayette, IL,0.1908
Jefferson, IN,0.1908
Shelby, IN,0.1908
Perry, IL,0.1907
Rush, IN,0.1905
Idaho, ID,0.1904
Coles, IL,0.1904
Custer, CO,0.1904
Baca, CO,0.1903
Lafayette, MO,0.1901
Washington, AR,0.19
Clinton, MO,0.19
Carson City, NV,0.1898
Kern, CA,0.1897
St. Martin Parish, LA,0.1897
Faulkner, AR,0.1895
Alachua, FL,0.1895
Sedgwick, KS,0.1895
Cortland, NY,0.1895
Rockdale, GA,0.1894
Nez Perce, ID,0.1894
Suffolk, MA,0.1893
Jackson, WI,0.1892
Schuyler, IL,0.1891
Kennebec, ME,0.1891
Flathead, MT,0.1891
Oneida, ID,0.189
San Joaquin, CA,0.1889
Parke, IN,0.1889
Franklin, NY,0.1889
Sherman, OR,0.1889
Los Angeles, CA,0.1886
Avoyelles Parish, LA,0.1886
Reno, KS,0.1884
Jefferson, KY,0.1883
Richland, WI,0.1883
Effingham, GA,0.1882
Montgomery, IN,0.1882
Johnson, KY,0.1882
Union, NM,0.1881
Greenup, KY,0.1877
Las Animas, CO,0.1875
Columbia, AR,0.1873
McPherson, NE,0.1873
Fulton, IL,0.1872
Kosciusko, IN,0.1872
Arenac, MI,0.1871
Lincoln, MO,0.1871
Powder River, MT,0.1871
Putnam, IN,0.187
Roosevelt, MT,0.1869
Cattaraugus, NY,0.1867
Ashland, WI,0.1863
Burnett, WI,0.1863
Palm Beach, FL,0.1862
Essex, NY,0.1862
Lee, GA,0.1861
White, AR,0.186
Hopkins, KY,0.1859
Marquette, WI,0.1854
Stanislaus, CA,0.1853
Anderson, KS,0.1853
Kauai, HI,0.1849
Jackson, MI,0.1849
Jackson, IN,0.1847
Sanilac, MI,0.1847
Union, IL,0.1844
San Juan, NM,0.1843
Jefferson, ID,0.1841
Carroll, IN,0.1841
Hickman, KY,0.1839
Saginaw, MI,0.1838
Henderson, KY,0.1836
Shiawassee, MI,0.1836
Labette, KS,0.1835
Allegan, MI,0.1835
Keya Paha, NE,0.1834
George, MS,0.1833
Washburn, WI,0.1833
Wahkiakum, WA,0.1833
Ralls, MO,0.1831
Haines Borough, AK,0.183
Wicomico, MD,0.1829
Monroe, FL,0.1828
Edgar, IL,0.1828
Harmon, OK,0.1825
Cassia, ID,0.1824
Lenawee, MI,0.1824
Cass, MN,0.1824
Tangipahoa Parish, LA,0.1823
Garden, NE,0.1823
Ionia, MI,0.1822
Washington, KY,0.1821
Brown, IL,0.1821
Humboldt, CA,0.182
Doniphan, KS,0.182
Cooper, MO,0.1819
Broward, FL,0.1818
Scott, IL,0.1818
Lawrence, MS,0.1818
Wayne, UT,0.1817
Craighead, AR,0.1814
Anderson, TN,0.1814
Norton city, VA,0.1814
Bingham, ID,0.1813
Powell, MT,0.1813
Maui, HI,0.1811
Linn, KS,0.1811
Ray, MO,0.181
Johnson, IL,0.1809
Muhlenberg, KY,0.1807
Wyoming, WV,0.1806
Marion, IL,0.1805
Androscoggin, ME,0.1805
Henry, MO,0.1805
Keweenaw, MI,0.1805
Graves, KY,0.1804
Milwaukee, WI,0.1803
Whitley, IN,0.1802
Park, MT,0.1802
Mercer, MO,0.1802
Garrett, MD,0.1801
Lincoln, MT,0.1801
Fulton, IN,0.18
Huntington, IN,0.18
Essex, VA,0.18
Ballard, KY,0.1799
Woodford, KY,0.1799
Wabash, IN,0.1798
Finney, KS,0.1794
Caldwell Parish, LA,0.1794
Catahoula Parish, LA,0.1794
Vigo, IN,0.1793
Jefferson, IL,0.1792
Sullivan, NH,0.1791
Tuscola, MI,0.1789
Howard, IN,0.1788
Cook, MN,0.1787
Hancock, KY,0.1785
Sterling, TX,0.1785
Calloway, KY,0.1784
Tensas Parish, LA,0.1783
Sussex, DE,0.178
Barry, MI,0.178
Clay, IN,0.1779
Williamson, IL,0.1778
Cowley, KS,0.1777
Chenango, NY,0.1777
Conway, AR,0.1775
Allegany, NY,0.1774
Bonner, ID,0.1772
Greene, IN,0.1769
Bayfield, WI,0.1769
Clinton, IN,0.1768
Juneau, WI,0.1768
McLean, KY,0.1767
Valdez-Cordova Census Area, AK,0.1767
Morgan, IN,0.1766
Iron, WI,0.1766
Wood, WV,0.1765
Leon, FL,0.1764
Pope, AR,0.1763
Hancock, ME,0.1761
Berrien, MI,0.1761
Linn, MO,0.1758
Prowers, CO,0.1756
Marion, KY,0.1755
Lincoln, ME,0.1755
Northumberland, VA,0.1755
Marshall, KY,0.1754
Vermillion, IN,0.1753
Buchanan, MO,0.1752
Lancaster, VA,0.1751
Franklin, ID,0.175
Crittenden, KY,0.1749
Langlade, WI,0.1748
Waushara, WI,0.1745
Lafayette, MS,0.1743
Marion, MS,0.174
Bannock, ID,0.1739
Trimble, KY,0.1739
Kiowa, CO,0.1739
Boyle, KY,0.1738
Monterey, CA,0.1736
Clark, IN,0.1736
Ford, KS,0.1736
Phelps, MO,0.1736
Cheyenne, CO,0.1735
Union, AR,0.1733
Concordia Parish, LA,0.1733
Elkhart, IN,0.1732
Santa Fe, NM,0.1731
Forest, WI,0.1731
Pinellas, FL,0.1729
Cumberland, NJ,0.1729
San Bernardino, CA,0.1728
Kent, DE,0.1727
Lake, CO,0.1723
Marion, MO,0.1723
Lawrence, IL,0.1722
Mason, KY,0.1722
Montgomery, MO,0.1722
Caldwell, KY,0.1721
Dade, MO,0.1721
Harris, GA,0.172
Aroostook, ME,0.172
Montgomery, KS,0.1719
Grant Parish, LA,0.1719
Mecosta, MI,0.1719
Gratiot, MI,0.1718
Macon, MO,0.1717
Cherry, NE,0.1717
Webster Parish, LA,0.1716
Genesee, MI,0.1716
Steuben, IN,0.1715
Caldwell, MO,0.171
Knox, TX,0.171
Bernalillo, NM,0.1708
Knox, ME,0.1706
Montrose, CO,0.1705
Sebastian, AR,0.1704
Power, ID,0.1704
Sanders, MT,0.1703
Jerome, ID,0.17
Liberty, MT,0.17
Wayne, IL,0.1699
Teton, ID,0.1698
Claiborne Parish, LA,0.1696
Monroe, MO,0.1696
Trinity, CA,0.1694
Franklin, IL,0.1694
Starke, IN,0.1693
Pope, IL,0.1693
Bennett, SD,0.1692
Coweta, GA,0.1689
Cass, IN,0.1689
Seward, KS,0.1689
Judith Basin, MT,0.1689
Prince George's, MD,0.1686
Riverside, CA,0.1684
Jackson, SD,0.1684
Massac, IL,0.1681
DeSoto, MS,0.1681
Otero, CO,0.168
Vermilion, IL,0.168
Boyd, KY,0.1679
Van Buren, IA,0.1678
Bates, MO,0.1678
Scott, KY,0.1677
Greene, MO,0.1677
Worth, MO,0.1677
Southeast Fairbanks Census Area, AK,0.1676
Flagler, FL,0.1675
Dickens, TX,0.1675
Clay, IL,0.1674
Hancock, MS,0.1673
Brevard, FL,0.1672
Alcona, MI,0.1671
Golden Valley, MT,0.167
Saline, AR,0.1669
Henry, GA,0.1668
Warren, KY,0.1664
Decatur, IA,0.1663
Piscataquis, ME,0.1663
Calhoun, MI,0.1662
Mendocino, CA,0.1661
Franklin, ME,0.166
Noble, IN,0.1659
Larue, KY,0.1658
Craig, VA,0.1655
Coffee, TN,0.1654
Montmorency, MI,0.1653
Adams, CO,0.1652
Manistee, MI,0.1652
Shelby, KY,0.1651
Alamosa, CO,0.165
Logan, NE,0.165
Hawaii, HI,0.1649
Henry, IN,0.1649
Webster, WV,0.1649
King and Queen, VA,0.1648
Audrain, MO,0.1642
Churchill, NV,0.1642
Piute, UT,0.1641
Lares Municipio, PR,0.164
Somerset, ME,0.1639
Wexford, MI,0.1639
Hillsborough, FL,0.1636
Douglas, GA,0.1636
Gasconade, MO,0.1636
Aguadilla Municipio, PR,0.1636
Mason, MI,0.1635
Fremont, CO,0.1633
Lee, FL,0.1633
Bullitt, KY,0.1633
Pettis, MO,0.1632
Foard, TX,0.1625
Del Norte, CA,0.1623
Tehama, CA,0.1623
Houston, GA,0.1622
Nassau, FL,0.1621
Lyon, KY,0.162
Independence, AR,0.1618
Montezuma, CO,0.1618
Johnson, MO,0.1617
Delaware, IN,0.1616
Minidoka, ID,0.1615
Big Horn, MT,0.1614
Lonoke, AR,0.1612
Kiowa, KS,0.1612
Indian River, FL,0.161
Twin Falls, ID,0.1609
Mackinac, MI,0.1609
Hall, GA,0.1608
Natchitoches Parish, LA,0.1608
Meade, KY,0.1607
Scott, MO,0.1607
Walton, GA,0.1606
Gem, ID,0.1606
Curry, NM,0.1606
Garland, AR,0.1605
Clarke, GA,0.1604
Jackson, MO,0.1604
Drew, AR,0.1603
Callaway, MO,0.1602
Lyon, NV,0.1602
Benewah, ID,0.1601
Ouachita Parish, LA,0.1601
Knox, MO,0.1599
Glenn, CA,0.1598
Gooding, ID,0.1597
Miami, IN,0.1597
Pearl River, MS,0.1597
Dolores, CO,0.1597
Madison, IN,0.1594
East Feliciana Parish, LA,0.1594
Holt, MO,0.1593
Decatur, TN,0.1593
Allen, KS,0.159
Sagadahoc, ME,0.159
Christian, MO,0.1589
Elk, KS,0.1589
Cass, MI,0.1587
Charlevoix, MI,0.1587
Branch, MI,0.1586
Clay, FL,0.1583
Taylor, KY,0.1582
Pulaski, AR,0.1578
Spencer, KY,0.1578
Hall, TX,0.1578
Marion, IN,0.1577
Butte, ID,0.1576
Franklin Parish, LA,0.1574
Kearny, KS,0.1574
Hoonah-Angoon Census Area, AK,0.1574
Wayne, MI,0.1573
Lincoln, MS,0.1571
Logan, AR,0.1569
Randolph, IN,0.1564
Newaygo, MI,0.1563
Chippewa, MI,0.1562
Camden, MO,0.1562
Highland, VA,0.1562
Okaloosa, FL,0.1561
Carroll, GA,0.1561
Van Buren, MI,0.1561
Cleburne, AR,0.156
Yuba, CA,0.156
Ziebach, SD,0.156
Sweet Grass, MT,0.1558
Charlotte, FL,0.1556
Antrim, MI,0.1556
San German Municipio, PR,0.1553
Franklin, MS,0.155
Union, IN,0.1549
Wayne, IN,0.1548
Lincoln, NM,0.1548
Merced, CA,0.1547
Union, GA,0.1546
Adams, ID,0.1546
Santa Rosa, FL,0.1544
Newton, MO,0.1544
Rapides Parish, LA,0.1543
Franklin, AR,0.154
Madison, AR,0.154
Cheboygan, MI,0.1538
St. Joseph, MI,0.1538
Sandoval, NM,0.1538
Jay, IN,0.1537
Vernon Parish, LA,0.1536
Lake, MT,0.1536
Clark, NV,0.1536
Florence, WI,0.1536
White, GA,0.1535
Winn Parish, LA,0.1535
Davidson, TN,0.1534
Muskegon, MI,0.1533
Grand, CO,0.1532
Osceola, MI,0.1531
Paulding, GA,0.153
Fresno, CA,0.1529
Gallatin, KY,0.1526
Floyd, GA,0.1525
Iosco, MI,0.1524
Miami-Dade, FL,0.1522
Roscommon, MI,0.1521
Jones, MS,0.1521
Martin, KY,0.1519
Moniteau, MO,0.1518
Jessamine, KY,0.1517
Gladwin, MI,0.1517
Manatee, FL,0.1516
Bland, VA,0.1514
Grundy, MO,0.1512
Dawson, GA,0.1511
Letcher, KY,0.1511
Pike, KY,0.1509
Hardin, KY,0.1505
Daviess, MO,0.1505
Blount, TN,0.1505
Monroe, GA,0.1504
Dorchester, MD,0.1504
Jackson, MS,0.1503
Mercer, KY,0.1501
Carroll, TN,0.1501
Shelby, MO,0.15
Hyde, NC,0.1499
Caroline, MD,0.1498
Missaukee, MI,0.1498
Breckinridge, KY,0.1495
Barren, KY,0.1494
Kings, CA,0.1492
Franklin, KY,0.1491
Cheatham, TN,0.1491
Kenedy, TX,0.1491
Denver, CO,0.149
Baraga, MI,0.1489
Union Parish, LA,0.1488
Pasco, FL,0.1487
Elmore, ID,0.1486
Clark, KY,0.1483
Bienville Parish, LA,0.1483
Oktibbeha, MS,0.1479
Scotland, MO,0.1479
Hillsdale, MI,0.1478
Tulare, CA,0.1477
Cottle, TX,0.1477
Barton, MO,0.1476
Oxford, ME,0.1474
Lawrence, IN,0.1473
Orange, IN,0.1473
Caddo Parish, LA,0.1473
Lafayette, FL,0.1472
Madison, KY,0.1472
Schoolcraft, MI,0.1472
Pueblo, CO,0.1471
Robertson, KY,0.1471
Boundary, ID,0.1468
Dickson, TN,0.1468
Sawyer, WI,0.1468
Menard, TX,0.1468
Storey, NV,0.1467
Ohio, KY,0.1466
Ogemaw, MI,0.1466
Habersham, GA,0.1465
Tishomingo, MS,0.1465
Lewis, MO,0.1465
Colfax, NM,0.1464
Donley, TX,0.1464
Rio Grande, CO,0.1463
Chaves, NM,0.1463
Warren, MS,0.1462
Washington, ID,0.146
Citrus, FL,0.1459
Amite, MS,0.1458
Webster, MS,0.1457
Payette, ID,0.1456
Jones, SD,0.1455
De Soto Parish, LA,0.1454
Rowan, KY,0.1448
Montgomery, KY,0.1447
Todd, KY,0.1447
Lincoln, ID,0.1447
Orange, FL,0.1446
Wayne, MS,0.1446
Leake, MS,0.1442
Lawrence, KY,0.1441
Simpson, KY,0.1441
Randolph, AR,0.144
Lauderdale, MS,0.144
Bulloch, GA,0.1436
Howard, MO,0.1436
Waldo, ME,0.1434
Calhoun, AR,0.1434
Do±íáüna, NM,0.1432
Blaine, MT,0.143
Saguache, CO,0.143
Walthall, MS,0.1429
Greene, AR,0.1428
Barrow, GA,0.1425
Fremont, ID,0.1425
Simpson, MS,0.1425
Lemhi, ID,0.1423
Chester, TN,0.1423
Magoffin, KY,0.1422
Pickens, GA,0.1421
Randolph, MO,0.1421
Grant, IN,0.142
San Juan Municipio, PR,0.1419
Logan, KY,0.1418
Shoshone, ID,0.1417
Washington, ME,0.1416
Adams, MS,0.1414
Jasper, MO,0.1413
Toombs, GA,0.1412
Oscoda, MI,0.1412
Volusia, FL,0.1411
Catoosa, GA,0.1411
Lawrence, MO,0.141
Rabun, GA,0.1409
New Madrid, MO,0.1409
Adams, WI,0.1407
Madera, CA,0.1406
Bledsoe, TN,0.1406
Duval, FL,0.1405
Oceana, MI,0.1404
Crawford, AR,0.1403
Camden, GA,0.1402
Lee, MS,0.1402
Henry, KY,0.14
Maries, MO,0.14
Montcalm, MI,0.1399
Attala, MS,0.1397
Pike, GA,0.1396
Sitka City and Borough, AK,0.1396
Trigg, KY,0.1394
Boise, ID,0.1394
Petersburg Borough, AK,0.1394
Benzie, MI,0.1393
Floyd, KY,0.1391
Perry, AR,0.139
Harrison, MO,0.139
Fayette, IN,0.1389
Bourbon, KY,0.1388
Crowley, CO,0.1388
Chatham, GA,0.1385
Mayaguez Municipio, PR,0.1383
Lake, FL,0.1378
Morgan, GA,0.1377
Bay, FL,0.1373
Harrison, MS,0.1373
Bartow, GA,0.1372
Sevier, AR,0.1371
Switzerland, IN,0.1371
Hernando, FL,0.137
Harrison, KY,0.137
Pike, AR,0.1369
LaGrange, IN,0.1367
Lee, KY,0.1365
Nicholas, KY,0.1365
Dade, GA,0.1363
St. Francois, MO,0.1363
Scott, IN,0.1362
Forrest, MS,0.1362
Otero, NM,0.1362
Benton, MO,0.1361
Lincoln, GA,0.136
Guaynabo Municipio, PR,0.1359
Catano Municipio, PR,0.1358
Taney, MO,0.1357
Jeff Davis, TX,0.1354
Johnson, AR,0.135
Prairie, AR,0.1348
Stone, MS,0.1346
Thomas, GA,0.1344
Cherokee, KS,0.1344
Bradley, TN,0.1343
Dallas, AR,0.1342
Clarke, MS,0.1342
Tate, MS,0.1342
Miller, MO,0.1342
Washington, IN,0.1341
Wilcox, GA,0.1339
Choctaw, MS,0.1339
Bleckley, GA,0.1337
Livingston, KY,0.1337
Wrangell City and Borough, AK,0.1336
Coffee, GA,0.1335
Schuyler, MO,0.1335
Charlotte, VA,0.1334
Richland Parish, LA,0.1333
Van Buren, AR,0.1332
Wayne, GA,0.1331
Polk, MO,0.1331
Rio Arriba, NM,0.133
Lowndes, GA,0.1328
Ouachita, AR,0.1327
Stoddard, MO,0.1326
Stone, AR,0.1325
Hot Spring, AR,0.1324
Owen, KY,0.1324
Appling, GA,0.1323
Cross, AR,0.1322
Garfield, MT,0.1322
Banks, GA,0.1319
Taos, NM,0.1317
Clare, MI,0.1316
Miller, AR,0.1315
Crawford, IN,0.1315
Polk, FL,0.1314
Glynn, GA,0.1314
Canyon, ID,0.1313
Blackford, IN,0.1313
Troup, GA,0.1311
Scott, MS,0.131
Escambia, FL,0.1309
Benton, TN,0.1308
Bedford, TN,0.1307
Montgomery, MS,0.1305
Pendleton, KY,0.1302
Christian, KY,0.1301
Jackson, GA,0.1299
Covington, MS,0.1299
Elliott, KY,0.1298
Whitfield, GA,0.1296
Jennings, IN,0.1295
Motley, TX,0.1292
Lafayette, AR,0.129
Owen, IN,0.1289
Red River Parish, LA,0.1287
Evans, GA,0.1283
Brown, IN,0.1283
Saline, MO,0.1283
Vernon, MO,0.1283
Grant, KY,0.128
Polk, AR,0.1276
Gordon, GA,0.1276
Lowndes, MS,0.1276
Baker, FL,0.1275
Valencia, NM,0.1268
Little River, AR,0.1267
Sumter, FL,0.1267
Barry, MO,0.1267
Bibb, GA,0.1265
Madison, GA,0.1262
Nye, NV,0.1262
St. Clair, MO,0.1261
District of Columbia, DC,0.1259
Newton, MS,0.1258
Grant, NM,0.1258
Pickett, TN,0.1258
Perry, KY,0.1256
Bent, CO,0.1255
Marion, FL,0.1254
Baldwin, GA,0.1252
Haralson, GA,0.1252
Carter, KY,0.1252
Laurel, KY,0.1252
Butts, GA,0.125
Laurens, GA,0.125
Harlan, KY,0.125
Sierra, NM,0.125
DeKalb, GA,0.1249
Hinds, MS,0.1245
Stone, MO,0.1244
Wirt, WV,0.1244
Perry, MS,0.1241
Jackson, AR,0.1238
Morehouse Parish, LA,0.1238
Butler, MO,0.1237
Grenada, MS,0.1232
Walton, FL,0.123
Jones, GA,0.1229
Berrien, GA,0.1228
Anderson, KY,0.1227
Imperial, CA,0.1226
Neshoba, MS,0.1226
Searcy, AR,0.1224
Pierce, GA,0.1224
Jasper, MS,0.1221
San Juan, CO,0.1221
Holmes, FL,0.122
Montgomery, GA,0.122
Hardee, FL,0.1218
Sullivan, MO,0.1217
Real, TX,0.1216
Huerfano, CO,0.1215
Mississippi, MO,0.1214
Wakulla, FL,0.1212
Cumberland, TN,0.1207
Mora, NM,0.1207
Clark, ID,0.1204
Pulaski, KY,0.1203
Ben Hill, GA,0.1201
Roosevelt, NM,0.1201
Gates, NC,0.12
Pike, MS,0.1198
Yazoo, MS,0.1198
Catron, NM,0.1198
Oglethorpe, GA,0.1197
Alcorn, MS,0.1196
Bath, KY,0.1195
Gilmer, GA,0.1191
Somerset, MD,0.1189
Geary, KS,0.1187
Luce, MI,0.1187
Bollinger, MO,0.1187
Dunklin, MO,0.1187
Sharp, AR,0.1184
St. Lucie, FL,0.1184
Smith, MS,0.1184
Cedar, MO,0.1184
Howell, MO,0.1184
Newton, GA,0.1183
Ozark, MO,0.1181
Owyhee, ID,0.118
Fleming, KY,0.118
Franklin, GA,0.1179
Crawford, MO,0.1179
Quay, NM,0.1179
Putnam, GA,0.1178
Desha, AR,0.1177
Putnam, MO,0.1177
Cannon, TN,0.1177
Pulaski, MO,0.1176
Reynolds, MO,0.1175
Emanuel, GA,0.1174
Stephens, GA,0.1174
Charlton, GA,0.1173
Gulf, FL,0.1172
Tift, GA,0.1171
Ware, GA,0.117
Essex, VT,0.117
Nevada, AR,0.1169
Osceola, FL,0.1168
Bolivar, MS,0.1166
Culberson, TX,0.1166
Butler, KY,0.1162
Winston, MS,0.1161
Cibola, NM,0.1161
Dodge, GA,0.116
Mississippi, AR,0.1159
Monroe, KY,0.1159
Highlands, FL,0.1158
Monroe, MS,0.1157
Brantley, GA,0.1156
Washington Parish, LA,0.1154
Russell, KY,0.1153
Wright, MO,0.1153
Carroll, MS,0.1149
Grayson, KY,0.1148
Union, MS,0.1148
Kalkaska, MI,0.1147
Calhoun, MS,0.1147
Bell, KY,0.1145
Crawford, MI,0.1145
Taylor, FL,0.1142
Crawford, GA,0.1142
Bracken, KY,0.1141
Kinney, TX,0.1141
Patillas Municipio, PR,0.1139
Howard, AR,0.1138
Polk, GA,0.1138
Towns, GA,0.1137
Wilkes, GA,0.1136
Laclede, MO,0.1136
DeKalb, TN,0.1135
Lawrence, AR,0.1134
Dent, MO,0.1134
McKinley, NM,0.1134
Montgomery, AR,0.1133
Wyandotte, KS,0.1133
Camas, ID,0.113
Woodruff, AR,0.1129
Green, KY,0.1129
Knott, KY,0.1129
Lake, MI,0.1129
Bronx, NY,0.1129
Sumter, GA,0.1126
Crittenden, AR,0.1124
Lyman, SD,0.1123
Esmeralda, NV,0.1123
Costilla, CO,0.1122
Lincoln, AR,0.112
Crockett, TN,0.112
Jefferson, AR,0.1117
Newton, AR,0.1117
Crisp, GA,0.1117
Danville city, VA,0.1117
Hickory, MO,0.1115
Jefferson Davis, MS,0.1114
Lumpkin, GA,0.1113
Greene, GA,0.1111
Pulaski, GA,0.111
Dillingham Census Area, AK,0.111
Schley, GA,0.111
Chattahoochee, GA,0.1108
McDuffie, GA,0.1108
Muscogee, GA,0.1108
Yalobusha, MS,0.1108
Hudspeth, TX,0.1108
Monroe, AR,0.1107
Fulton, AR,0.1106
Socorro, NM,0.1106
Issaquena, MS,0.1106
Hart, GA,0.1105
Upson, GA,0.1105
Clinton, KY,0.1105
Hempstead, AR,0.1102
Norfolk city, VA,0.1101
Garrard, KY,0.11
Liberty, FL,0.1098
Whitley, KY,0.1098
Suwannee, FL,0.1097
Tyrrell, NC,0.1096
Morgan, MO,0.1093
Early, GA,0.1092
Washington, MO,0.1092
Walker, GA,0.109
Madison, MO,0.1089
Orleans Parish, LA,0.1087
Marion, AR,0.1084
Baker, GA,0.1084
Jackson, FL,0.1083
Carter, TN,0.1083
Gilchrist, FL,0.1081
Washington, FL,0.1081
Tippah, MS,0.1081
Fulton, KY,0.108
Screven, GA,0.1075
St. Helena Parish, LA,0.1073
Oregon, MO,0.1071
Bradford, FL,0.107
Gurabo Municipio, PR,0.1068
Trujillo Alto Municipio, PR,0.1067
Bacon, GA,0.1063
Dallas, MO,0.1063
Prince of Wales-Hyder Census Area, AK,0.1061
Washington, GA,0.1059
Elbert, GA,0.1057
Estill, KY,0.1057
Clinch, GA,0.1056
Spalding, GA,0.1055
Texas, MO,0.1051
Hamilton, FL,0.1049
Burke, GA,0.1049
Pulaski, IL,0.1049
Powell, KY,0.1047
Sharkey, MS,0.1047
San Miguel, NM,0.1046
Itawamba, MS,0.1043
Glascock, GA,0.1043
DeSoto, FL,0.104
Cidra Municipio, PR,0.1039
Jeff Davis, GA,0.1038
Yell, AR,0.1037
Izard, AR,0.1036
Candler, GA,0.1034
Webster, MO,0.1034
Lincoln, KY,0.1031
Irwin, GA,0.103
Webster, GA,0.103
Jefferson, FL,0.1028
Columbia, FL,0.1027
McDonald, MO,0.1027
Treutlen, GA,0.1026
Arecibo Municipio, PR,0.1026
Decatur, GA,0.1025
Pontotoc, MS,0.1025
Miller, GA,0.1023
Leslie, KY,0.1023
Emporia city, VA,0.1023
Colquitt, GA,0.1021
Wayne, KY,0.1021
Terrell, TX,0.102
Copiah, MS,0.1018
Luna, NM,0.1016
Telfair, GA,0.1014
Richmond city, VA,0.1014
Peach, GA,0.1012
Wilkinson, MS,0.101
Torrance, NM,0.101
Edmonson, KY,0.1009
Hart, KY,0.1007
Echols, GA,0.1007
Penuelas Municipio, PR,0.1006
Putnam, FL,0.1004
Corozal Municipio, PR,0.1003
Okeechobee, FL,0.1002
Scott, AR,0.1001
Knox, KY,0.1
Lewis, KY,0.1
Rockcastle, KY,0.1
Iron, MO,0.1
Portsmouth city, VA,0.1
Panola, MS,0.0999
Morgan, KY,0.0995
Richmond, GA,0.0994
Tattnall, GA,0.0993
Grady, GA,0.0992
Taylor, GA,0.0984
Kemper, MS,0.0984
Worth, GA,0.0981
Claiborne, TN,0.0975
Dooly, GA,0.0974
Hendry, FL,0.0973
Prentiss, MS,0.0971
Cumberland, KY,0.097
Fannin, GA,0.0969
Liberty, GA,0.0969
Toa Alta Municipio, PR,0.0969
Allen, KY,0.0968
Hinsdale, CO,0.0965
Hidalgo, NM,0.0964
Clayton, GA,0.0963
Cumberland, VA,0.0961
Guadalupe, NM,0.096
Wayne, MO,0.0958
Jefferson, GA,0.0957
Aleutians West Census Area, AK,0.0957
Jasper, GA,0.0954
Lamar, GA,0.0954
Chattooga, GA,0.0952
Levy, FL,0.095
Anasco Municipio, PR,0.095
Adair, KY,0.0948
Ripley, MO,0.0947
Dorado Municipio, PR,0.0946
Wilkinson, GA,0.0945
Coahoma, MS,0.0943
Campbell, TN,0.0937
Lee, AR,0.0936
Caguas Municipio, PR,0.0934
St. Louis city, MO,0.0933
Rincon Municipio, PR,0.0932
Poinsett, AR,0.0931
Turner, GA,0.0927
Marion, GA,0.0926
Breathitt, KY,0.0926
Calhoun, FL,0.0923
St. Francis, AR,0.0921
Morovis Municipio, PR,0.0921
Guayama Municipio, PR,0.0919
Adjuntas Municipio, PR,0.0916
Clay, TN,0.0914
Clay, KY,0.0911
Dewey, SD,0.0907
Union, FL,0.0906
Leflore, MS,0.0899
North Slope Borough, AK,0.0898
Alexander, IL,0.0896
Douglas, MO,0.0894
Lake and Peninsula Borough, AK,0.0894
Cayey Municipio, PR,0.0889
Johnson, GA,0.0881
Noxubee, MS,0.0879
Rio Grande Municipio, PR,0.0876
Casey, KY,0.0872
Clay, MS,0.0871
Chickasaw, MS,0.0867
Brooks, GA,0.0864
Heard, GA,0.086
Baltimore city, MD,0.0859
Seminole, GA,0.0855
Terrell, GA,0.0854
Jenkins, GA,0.0851
Pemiscot, MO,0.0845
Murray, GA,0.0844
Dougherty, GA,0.0843
Macon, GA,0.0842
Washington, MS,0.0838
Mitchell, GA,0.0833
Meriwether, GA,0.0832
Twiggs, GA,0.0832
Buffalo, SD,0.0827
Shannon, MO,0.0822
Carter, MO,0.082
Cook, GA,0.0818
Madison Parish, LA,0.0803
Madison, FL,0.0801
Owsley, KY,0.0787
Holmes, MS,0.0777
Jackson, KY,0.0776
Nome Census Area, AK,0.0771
Warren, GA,0.0767
Atkinson, GA,0.0765
Marshall, MS,0.0764
Yukon-Koyukuk Census Area, AK,0.076
Stewart, GA,0.076
Menifee, KY,0.0758
Lanier, GA,0.0754
Cocke, TN,0.0754
Mineral, NV,0.0745
Metcalfe, KY,0.0744
Ceiba Municipio, PR,0.0742
Cabo Rojo Municipio, PR,0.0736
Talbot, GA,0.073
Mineral, CO,0.0725
Fajardo Municipio, PR,0.0719
Graham, NC,0.0715
East Carroll Parish, LA,0.0709
Bayamon Municipio, PR,0.0708
Franklin, FL,0.0707
Wolfe, KY,0.0702
Sunflower, MS,0.0698
Aleutians East Borough, AK,0.0695
Long, GA,0.0687
Wheeler, GA,0.0687
Clay, GA,0.068
Phillips, AR,0.0672
Sioux, ND,0.0663
Benton, MS,0.0655
Hoke, NC,0.0654
Dixie, FL,0.0651
Guanica Municipio, PR,0.0642
Humphreys, MS,0.062
McIntosh, GA,0.0609
Aguada Municipio, PR,0.0601
Carolina Municipio, PR,0.06
Gadsden, FL,0.0598
Jefferson, MS,0.0597
Quitman, MS,0.0594
Hancock, GA,0.0588
Jayuya Municipio, PR,0.0579
Yauco Municipio, PR,0.0572
McCreary, KY,0.0567
Petersburg city, VA,0.0563
Aibonito Municipio, PR,0.0562
Camuy Municipio, PR,0.0554
Claiborne, MS,0.0551
Calhoun, GA,0.0521
Todd, SD,0.0519
Lajas Municipio, PR,0.0508
Randolph, GA,0.0507
Tallahatchie, MS,0.0502
Ponce Municipio, PR,0.0492
Ciales Municipio, PR,0.0485
Isabela Municipio, PR,0.0477
San Sebastian Municipio, PR,0.0461
Vega Alta Municipio, PR,0.0446
Santa Isabel Municipio, PR,0.0445
Tunica, MS,0.0421
Taliaferro, GA,0.0419
Toa Baja Municipio, PR,0.0414
Barranquitas Municipio, PR,0.0405
Utuado Municipio, PR,0.0393
Humacao Municipio, PR,0.0377
